,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
920,no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1817,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,unknown / no property,28,none,own,2,skilled employee / official,1,none,yes
921,no checking account,48,delay in paying off in the past,domestic appliances,12749,500 <= ... < 1000 DM ,4 <= ... < 7 years,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
922,< 0 DM,9,existing credits paid back duly till now,domestic appliances,1366,... < 100 DM,... < 1 year ,3,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,none,yes
923,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),2002,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,if not A121 : building society savings agreement/ life insurance,30,none,rent,1,skilled employee / official,2,"yes, registered under the customers name ",yes
924,< 0 DM,24,all credits at this bank paid back duly,radio/television,6872,... < 100 DM,... < 1 year ,2,male : divorced/separated,none,1,if not A121 : building society savings agreement/ life insurance,55,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
925,< 0 DM,12,all credits at this bank paid back duly,car (new),697,... < 100 DM,... < 1 year ,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",46,bank,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
926,< 0 DM,18,critical account/ other credits existing (not at this bank),radio/television,1049,... < 100 DM,... < 1 year ,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,21,none,rent,1,skilled employee / official,1,none,yes
927,< 0 DM,48,existing credits paid back duly till now,car (used),10297,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown / no property,39,stores,for free,3,skilled employee / official,2,"yes, registered under the customers name ",yes
928,no checking account,30,existing credits paid back duly till now,domestic appliances,1867,unknown/ no savings account,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",58,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
929,< 0 DM,12,delay in paying off in the past,car (new),1344,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,43,none,own,2,unskilled - resident,2,none,yes
930,< 0 DM,24,existing credits paid back duly till now,radio/television,1747,... < 100 DM,... < 1 year ,4,male : single,co-applicant,1,if not A121 : building society savings agreement/ life insurance,24,none,own,1,unskilled - resident,1,none,no
931,0 <= ... < 200 DM,9,existing credits paid back duly till now,domestic appliances,1670,... < 100 DM,... < 1 year ,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
932,no checking account,9,critical account/ other credits existing (not at this bank),car (new),1224,... < 100 DM,1 <= ... < 4 years,3,male : single,none,1,real estate,30,none,own,2,skilled employee / official,1,none,yes
933,no checking account,12,critical account/ other credits existing (not at this bank),domestic appliances,522,500 <= ... < 1000 DM ,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,42,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
934,< 0 DM,12,existing credits paid back duly till now,domestic appliances,1498,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",23,bank,own,1,skilled employee / official,1,none,yes
935,0 <= ... < 200 DM,30,delay in paying off in the past,domestic appliances,1919,100 <= ... < 500 DM,... < 1 year ,4,male : single,none,3,unknown / no property,30,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes
936,>= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,domestic appliances,745,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes
937,0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,2063,... < 100 DM,... < 1 year ,4,male : married/widowed,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
938,0 <= ... < 200 DM,60,existing credits paid back duly till now,(vacation - does not exist?),6288,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,42,none,for free,1,skilled employee / official,1,none,yes
939,no checking account,24,critical account/ other credits existing (not at this bank),car (used),6842,unknown/ no savings account,1 <= ... < 4 years,2,male : single,none,4,if not A121 : building society savings agreement/ life insurance,46,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
940,no checking account,12,existing credits paid back duly till now,car (new),3527,unknown/ no savings account,... < 1 year ,2,male : single,none,3,if not A121 : building society savings agreement/ life insurance,45,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
941,no checking account,10,existing credits paid back duly till now,car (new),1546,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,31,none,own,1,unskilled - resident,2,none,no
942,no checking account,24,existing credits paid back duly till now,radio/television,929,unknown/ no savings account,4 <= ... < 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,stores,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
943,no checking account,4,critical account/ other credits existing (not at this bank),car (new),1455,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,real estate,42,none,own,3,unskilled - resident,2,none,yes
944,< 0 DM,15,existing credits paid back duly till now,radio/television,1845,... < 100 DM,... < 1 year ,4,female : divorced/separated/married,guarantor,1,if not A121 : building society savings agreement/ life insurance,46,none,rent,1,skilled employee / official,1,none,yes
945,0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,car (new),8358,500 <= ... < 1000 DM ,... < 1 year ,1,female : divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,none,yes
946,< 0 DM,24,all credits at this bank paid back duly,radio/television,3349,500 <= ... < 1000 DM ,... < 1 year ,4,male : single,none,4,unknown / no property,30,none,for free,1,skilled employee / official,2,"yes, registered under the customers name ",yes
947,no checking account,12,existing credits paid back duly till now,car (new),2859,unknown/ no savings account,unemployed,4,male : single,none,4,unknown / no property,38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
948,no checking account,18,existing credits paid back duly till now,radio/television,1533,... < 100 DM,... < 1 year ,4,male : married/widowed,co-applicant,1,if not A121 : building society savings agreement/ life insurance,43,none,own,1,unskilled - resident,2,none,yes
949,no checking account,24,existing credits paid back duly till now,domestic appliances,3621,100 <= ... < 500 DM,.. >= 7 years,2,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,none,yes
950,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),business,3590,... < 100 DM,unemployed,3,male : married/widowed,none,3,"if not A121/A122 : car or other, not in attribute 6",40,none,own,3,unemployed/ unskilled - non-resident,2,"yes, registered under the customers name ",yes
951,< 0 DM,36,delay in paying off in the past,business,2145,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
952,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),4113,500 <= ... < 1000 DM ,... < 1 year ,3,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,none,yes
953,no checking account,36,existing credits paid back duly till now,radio/television,10974,... < 100 DM,unemployed,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
954,< 0 DM,12,existing credits paid back duly till now,car (new),1893,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
955,< 0 DM,24,critical account/ other credits existing (not at this bank),domestic appliances,1231,.. >= 1000 DM ,.. >= 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,57,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
956,>= 200 DM / salary assignments for at least 1 year,30,critical account/ other credits existing (not at this bank),domestic appliances,3656,unknown/ no savings account,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,49,stores,own,2,unskilled - resident,1,none,yes
957,0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),domestic appliances,1154,... < 100 DM,.. >= 7 years,2,male : single,none,4,real estate,37,none,own,3,unskilled - resident,1,none,yes
958,< 0 DM,28,existing credits paid back duly till now,car (new),4006,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,unskilled - resident,1,none,yes
959,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,3069,100 <= ... < 500 DM,.. >= 7 years,4,male : single,none,4,unknown / no property,30,none,for free,1,skilled employee / official,1,none,yes
